Init_time: 2021-06-14 15:45:39.707455
c-1,Mon Jun 14 15:47:29 UTC 2021,1623685649,kill
c-2,Mon Jun 14 15:49:21 UTC 2021,1623685761,kill
c-3,Mon Jun 14 15:49:21 UTC 2021,1623685761,kill
c-4,Mon Jun 14 15:49:22 UTC 2021,1623685762,kill
z-1,Mon Jun 14 15:49:07 UTC 2021,1623685747,kill
z-2,Mon Jun 14 15:49:07 UTC 2021,1623685747,kill
z-3,Mon Jun 14 15:49:08 UTC 2021,1623685748,kill
z-4,Mon Jun 14 15:49:08 UTC 2021,1623685748,kill
e-1,Mon Jun 14 15:47:30 UTC 2021,1623685650,kill
e-2,Mon Jun 14 15:47:31 UTC 2021,1623685651,kill
e-3,Mon Jun 14 15:47:31 UTC 2021,1623685651,kill
e-4,Mon Jun 14 15:47:31 UTC 2021,1623685651,kill
r-1,Mon Jun 14 15:47:44 UTC 2021,1623685664,kill
r-2,Mon Jun 14 15:47:44 UTC 2021,1623685664,kill
r-3,Mon Jun 14 15:47:45 UTC 2021,1623685665,kill
r-4,Mon Jun 14 15:47:45 UTC 2021,1623685665,kill
r-5,Mon Jun 14 15:47:45 UTC 2021,1623685665,kill
v-1,Mon Jun 14 15:47:58 UTC 2021,1623685678,kill
v-2,Mon Jun 14 15:47:59 UTC 2021,1623685679,kill
v-3,Mon Jun 14 15:47:59 UTC 2021,1623685679,kill
p-1,Mon Jun 14 15:48:12 UTC 2021,1623685692,kill
p-2,Mon Jun 14 15:48:12 UTC 2021,1623685692,kill
p-3,Mon Jun 14 15:48:12 UTC 2021,1623685692,kill
t-1,Mon Jun 14 15:48:25 UTC 2021,1623685705,kill
t-2,Mon Jun 14 15:48:25 UTC 2021,1623685705,kill
t-3,Mon Jun 14 15:48:26 UTC 2021,1623685706,kill
t-4,Mon Jun 14 15:48:26 UTC 2021,1623685706,kill
t-5,Mon Jun 14 15:48:26 UTC 2021,1623685706,kill
t-6,Mon Jun 14 15:48:27 UTC 2021,1623685707,kill
t-7,Mon Jun 14 15:48:27 UTC 2021,1623685707,kill
t-8,Mon Jun 14 15:48:28 UTC 2021,1623685708,kill
t-9,Mon Jun 14 15:48:28 UTC 2021,1623685708,kill
t-0,Mon Jun 14 15:48:28 UTC 2021,1623685708,kill
r-x,Mon Jun 14 15:47:29 UTC 2021,1623685649,kill
r-y,Mon Jun 14 15:47:30 UTC 2021,1623685650,kill
r-z,Mon Jun 14 15:47:30 UTC 2021,1623685650,kill
